countyId,temperature,humidity,wind,degree,altitude
30392,67.73000000000005,44,1.12,41,1014
30394,67.73000000000005,44,1.12,41,1014
30396,67.73000000000005,40,1.64,6,1014
30398,67.73000000000005,40,1.64,6,1014
31106,67.73000000000005,40,1.64,6,1014
31107,67.73000000000005,40,1.64,6,1014
31119,67.73000000000005,45,1.41,103,1014
31126,67.73000000000005,40,1.64,6,1014
31131,67.73000000000005,40,1.64,6,1014
31136,67.73000000000005,44,1.12,43,1014
31139,67.73000000000005,40,1.64,6,1014
31141,67.73000000000005,45,1.41,103,1014
31145,67.73000000000005,45,1.41,103,1014
31146,67.73000000000005,45,1.41,103,1014
31150,67.73000000000005,40,1.64,6,1014
31156,67.73000000000005,40,1.64,6,1014
31192,67.73000000000005,40,1.64,6,1014
31193,67.73000000000005,40,1.64,6,1014
31195,67.73000000000005,40,1.64,6,1014
31196,67.73000000000005,40,1.64,6,1014
39901,67.73000000000005,45,1.41,103,1014
31195,67.73000000000005,40,1.64,6,1014
31196,67.73000000000005,40,1.64,6,1014
30060,67.73000000000005,40,2.43,353,1014
30380,67.73000000000005,40,1.64,6,1014
30375,67.73000000000005,40,1.64,6,1014
30385,67.73000000000005,40,1.64,6,1014
